"","SEX","POPULATION","longitude","longitude2","latitude","GOL","NOL","BNL","BBH","XCB","XFB","ZYB","AUB","WCB","ASB","BPL","NPH","NLH","JUB","NLB","MAB","MDH","MDB","OBH","OBB","DKB","NDS","WNB","SIS","ZMB","SSS","FMB","NAS","EKB","DKS","IML","XML","MLS","WMH","SOS","BLS","STB","FRC","FRS","FRF","PAC","PAS","PAF","OCC","OCS","OCF","FOL","cosine.latitude"
"33","M","MORIORI",-175,185,-45,188.40350877193,185.947368421053,105.649122807018,136,142.771929824561,113.263157894737,139.842105263158,128.947368421053,70.7543859649123,109.877192982456,103.070175438596,74.1929824561404,55.9473684210526,122.912280701754,27.0701754385965,66.0175438596491,32.3157894736842,15.0701754385965,36.7017543859649,41.8771929824561,20.6666666666667,10.2456140350877,7.05263157894737,3.21052631578947,98.8947368421053,28.2105263157895,100.087719298246,18.0350877192982,100.59649122807,11.4210526315789,38.5263157894737,55.8421052631579,11.1754385964912,25.1228070175439,5.87719298245614,5.15789473684211,106.456140350877,114.350877192982,21.8947368421053,51.2631578947368,110.59649122807,22.859649122807,55.4210526315789,102.508771929825,28.5438596491228,49.9122807017544,36.0877192982456,0.707106781186548
"34","F","N JAPAN",140,140,40,171.09375,169.53125,95.625,129.53125,133.46875,110.59375,124.5625,116.625,71.9375,104.09375,92.65625,66.15625,50.28125,109.71875,25.6875,62.875,26.59375,10.75,34.40625,38.21875,20.34375,7.5625,7.4375,1.984375,91.78125,22.59375,92.625,13.96875,94.46875,9.125,31.21875,49.15625,10.28125,22.125,5.09375,2.25,108.4375,105.125,25.28125,45.875,106.84375,21.5,54.53125,96.25,26.8125,47.28125,35.21875,0.766044443118978
"35","M","N JAPAN",140,140,40,183.090909090909,180.109090909091,101.490909090909,136.836363636364,141.618181818182,116.636363636364,135.727272727273,124.472727272727,75.9454545454546,109.527272727273,98.4545454545455,70.9636363636364,52.8,118.854545454545,25.9272727272727,67.2181818181818,30.7272727272727,12.3454545454545,34.5636363636364,39.6363636363636,21.7090909090909,7.81818181818182,7.27272727272727,2.69636363636364,98.1636363636364,23.1454545454545,98,14.3818181818182,98.8727272727273,8.47272727272727,35.3090909090909,54.4181818181818,12.4545454545455,23.4727272727273,6.58181818181818,4.23636363636364,111.763636363636,111.4,25.7454545454545,50.5818181818182,113.345454545455,23.7272727272727,59.1454545454545,100.090909090909,28.7272727272727,50.6,36.5818181818182,0.766044443118978
"36","M","N MAORI",170,170,-40,186.6,183,105,137.4,136.9,111.1,139.3,126,69.1,110,101.2,67.3,52.7,120.8,27,64.6,32.8,15.7,35.5,40.7,20.2,9.8,7.2,3.3,97.9,26.9,99.2,16.9,99.4,10.3,38.4,55.5,11.9,23.2,6.1,5.4,102.4,113.5,25.5,50.6,109.4,22.4,56.3,100.6,30.3,52.3,36.9,0.766044443118978
"37","F","NORSE",15,15,60,179.981818181818,178.690909090909,97.3090909090909,125.963636363636,136.290909090909,114.309090909091,124.436363636364,117.654545454545,68.0909090909091,106.709090909091,94.0181818181818,64.2545454545455,49.1636363636364,110.018181818182,24.1818181818182,60.1090909090909,26.0181818181818,11.7272727272727,33.2181818181818,39.2,20.6363636363636,10.9818181818182,8.96363636363636,3.87272727272727,90.1454545454545,22.0545454545455,94.6,17.6181818181818,94.8545454545455,11.0181818181818,34.0363636363636,50.7090909090909,10.3818181818182,22.2909090909091,5.29090909090909,1.96363636363636,111.709090909091,107.981818181818,25.5454545454545,48.3090909090909,109.527272727273,23.1272727272727,58.2,95.3272727272727,29.8363636363636,45.1636363636364,34.8,0.5
"38","M","NORSE",15,15,60,188.472727272727,186.181818181818,101.8,131.727272727273,141.872727272727,119.127272727273,134.436363636364,124.672727272727,71.4181818181818,111.890909090909,96.9636363636364,68.9272727272727,51.9636363636364,117.127272727273,25.4181818181818,63.6181818181818,29.5454545454545,13.1272727272727,33.7454545454545,40.3818181818182,22.3454545454545,12.2909090909091,9.09090909090909,4.30909090909091,94.0181818181818,22.9636363636364,99.0181818181818,18.8,98.8909090909091,10.9818181818182,37.0909090909091,55.2909090909091,11.0909090909091,24.2,6.29090909090909,3.25454545454545,115.545454545455,113.127272727273,25.1090909090909,51.6727272727273,114.436363636364,24.6909090909091,61.0181818181818,97.2545454545455,30.8181818181818,47.4,36.5272727272727,0.5
"39","F","PERU",-70,290,-10,169,168.127272727273,90.5818181818182,124.909090909091,134.927272727273,112.072727272727,125.6,117.563636363636,67.6545454545455,105.254545454545,88.8727272727273,63.6545454545455,47.6545454545455,108.563636363636,23.9636363636364,61.0909090909091,26.3090909090909,10.7272727272727,34.1454545454545,36.8181818181818,19.4363636363636,9.54545454545454,8.69090909090909,3.67272727272727,91.8,21.8181818181818,91.1090909090909,14.3272727272727,90.7818181818182,8.45454545454546,31.7818181818182,48,9.58181818181818,22.0545454545455,4.54545454545455,2.10909090909091,109.236363636364,105.072727272727,23.3090909090909,45.1090909090909,104.072727272727,22.5818181818182,51.7636363636364,95.5272727272727,29.4727272727273,45.8363636363636,33.8545454545455,0.984807753012208
"40","M","PERU",-70,290,-10,177.963636363636,176.181818181818,96,130.527272727273,137.945454545455,115.236363636364,134.927272727273,123.509090909091,71.6,108.163636363636,94.2727272727273,67.7818181818182,50.3454545454545,116.109090909091,25.2363636363636,64.6,29.9636363636364,12.6,34.2727272727273,38.2545454545455,21.1272727272727,10.4,9.03636363636364,4.43636363636364,96.9090909090909,22.6,96.1272727272727,15.9454545454545,95.4545454545455,8.89090909090909,35.5454545454545,52.5818181818182,10.4181818181818,24.4545454545455,5.90909090909091,3.09090909090909,110.072727272727,109.727272727273,22.9454545454545,48.4727272727273,108.981818181818,23.8909090909091,54.3636363636364,98.1090909090909,30.1636363636364,47.3090909090909,35.1636363636364,0.984807753012208
"41","M","PHILLIPI",120,120,10,176.92,174.82,98.48,134.8,139.8,115.16,133.16,122.96,74.66,107.32,97.88,66.78,51.46,118.16,28.26,64.86,29.62,13.5,33.22,39.04,22.6,8.52,8.16,2.97,98.2,22.5,98.12,15.64,98.36,9.14,36.06,52.84,12.22,23,6.24,3.52,112.42,110.9,24.98,51.08,111.64,24.72,60.28,96.92,25.58,46.24,35.7,0.984807753012208
"42","F","S JAPAN",130,130,30,172.487804878049,171.243902439024,95.6341463414634,130.853658536585,133.707317073171,110.560975609756,124.80487804878,117.292682926829,69.7560975609756,103.682926829268,94.5609756097561,65.8536585365854,49.3658536585366,110.682926829268,25.4146341463415,62.3414634146341,25.219512195122,10.609756097561,33.9268292682927,37.7073170731707,20.6829268292683,7.24390243902439,7.19512195121951,1.95365853658537,92,21.7317073170732,91.6829268292683,13.9268292682927,93.6829268292683,8.87804878048781,32.0243902439024,48.8536585365854,10.7317073170732,22.0243902439024,4.73170731707317,1.73170731707317,107.707317073171,106.365853658537,25.5853658536585,45.219512195122,109.560975609756,23.4878048780488,58,95.8292682926829,27.609756097561,46.8292682926829,34.609756097561,0.866025403784439
"43","M","S JAPAN",130,130,30,181.3,179.18,101.94,138.34,138.3,115.12,133.56,122.86,73.38,108.1,99.32,69.02,51.76,117.52,26.1,66.32,30.08,12.46,34.04,39.3,21.5,7.94,6.72,2.386,97.96,23.42,96.86,15.42,97.46,9.48,34.54,53.7,12.14,23.52,6.3,2.76,112.2,110.98,26.06,50.5,113.84,24.32,61.82,100.38,28.22,50.62,36.4,0.866025403784439
"44","M","S MAORI",170,170,-45,187.1,183,105.6,139.4,142.6,114.3,142.5,130.2,72.2,110.4,100.5,70.1,54.1,124.6,26.4,65.7,31.7,16,36.2,41.5,20.2,9.2,6.8,3.2,99.1,26.2,99.5,16.8,100.2,11,39.3,58,12.3,24.9,6.8,5.4,109,116.2,25.4,49.2,109,21.6,53.8,102.2,28.9,44.3,36.4,0.707106781186548
"45","F","SANTA CR",-110,250,30,172.176470588235,170.764705882353,92.7843137254902,123.941176470588,135.019607843137,108.725490196078,126.647058823529,119.333333333333,70.8039215686274,106.450980392157,95.1764705882353,64.6470588235294,46.7058823529412,110.607843137255,23.6274509803922,62.6274509803922,25.1372549019608,12.2156862745098,34.2745098039216,38.2745098039216,20.7843137254902,9.05882352941176,6.98039215686275,2.74705882352941,92.6470588235294,23.6470588235294,94.1960784313726,16.1176470588235,94.6078431372549,10.3137254901961,34.2352941176471,50.4117647058824,10.921568627451,21.156862745098,5,2.96078431372549,104.274509803922,104.862745098039,23.0588235294118,48.6078431372549,101.803921568627,21.2745098039216,50.9607843137255,95.2352941176471,30.3333333333333,44.6078431372549,34.6078431372549,0.866025403784439
"46","M","SANTA CR",-110,250,30,179.823529411765,177.039215686275,97.3137254901961,129.019607843137,139.901960784314,113.823529411765,136.941176470588,126.21568627451,75.4117647058823,111.705882352941,98.8823529411765,68.921568627451,50.7058823529412,118.843137254902,24.8039215686275,67.4313725490196,28.921568627451,13.8235294117647,35.1764705882353,40.2549019607843,22,10.6862745098039,7.50980392156863,3.47058823529412,100.235294117647,24.9411764705882,99.6666666666667,16.9607843137255,99.4313725490196,10.1372549019608,36.2549019607843,54.1960784313725,11.921568627451,23.5490196078431,6.76470588235294,4.52941176470588,108.764705882353,109.78431372549,23.0588235294118,52.3921568627451,105.019607843137,21.2352941176471,53.078431372549,97.5490196078431,30.7254901960784,45.9019607843137,36.4313725490196,0.866025403784439
"47","F","TASMANIA",150,150,-40,177.809523809524,173.404761904762,94.7857142857143,126.357142857143,132.761904761905,106.809523809524,125.452380952381,116.5,68,105,98.2142857142857,58.2380952380952,45.2142857142857,110.47619047619,27.547619047619,63.7142857142857,22.4761904761905,11.1190476190476,30.6904761904762,39.5238095238095,20.547619047619,10.0714285714286,8.11904761904762,2.95238095238095,88.8809523809524,25.8333333333333,96.5952380952381,16.8809523809524,96.1666666666667,10.0238095238095,36.1666666666667,50.2142857142857,10.5,19.3809523809524,6.52380952380952,4.33333333333333,102.690476190476,105.857142857143,25.1666666666667,45.2380952380952,111.238095238095,23.452380952381,54.4523809523809,92.0238095238095,27.6904761904762,42.9761904761905,34.7142857142857,0.766044443118978
"48","M","TASMANIA",150,150,-40,185.355555555556,180.066666666667,99.7333333333333,132.066666666667,138.4,113.022222222222,135.822222222222,123.555555555556,71.9333333333333,109.266666666667,103.244444444444,62.5111111111111,48.8666666666667,118,28.8666666666667,67.0888888888889,26.5777777777778,13.1555555555556,31,40.7777777777778,22.3777777777778,10.8222222222222,8.35555555555556,3.36666666666667,94.6666666666667,27.1333333333333,101.8,17.1555555555556,100.711111111111,10.0222222222222,39.9111111111111,54.6666666666667,11.3111111111111,21.2888888888889,7.53333333333333,5.64444444444444,106.244444444444,110.288888888889,25.0444444444444,49.2,115.8,24.7111111111111,57.5555555555556,93.1777777777778,28.6444444444444,44.6888888888889,36.4666666666667,0.766044443118978
"49","F","TEITA",30,30,15,174.72,173.54,96.42,125.12,126.46,108.06,124.24,112.42,64.48,100.88,96.28,60.94,46.42,112.6,27.26,59.28,24.22,10.3,32.26,37.86,23.98,9.5,9.9,1.708,93.62,20.38,95.56,17.22,96.06,10.42,37.76,51.16,10.88,20.18,4.96,2.34,103.38,105.72,27,47.3,109.68,23.74,60.46,89.9,26.28,42.28,34.46,0.965925826289068
"50","M","TEITA",30,30,15,184,182.484848484848,102.212121212121,129.060606060606,129.818181818182,111.333333333333,131.060606060606,117.424242424242,67.6969696969697,104.515151515152,102.454545454545,66.2121212121212,50.2121212121212,117.212121212121,27.8181818181818,62.7575757575758,29.1818181818182,13.0606060606061,33.2121212121212,39.5454545454545,24.2424242424242,10.8181818181818,9.27272727272727,2.15151515151515,99.4242424242424,22.2121212121212,100,18.6969696969697,99.8181818181818,11.5454545454545,38.6969696969697,54.1818181818182,11.9090909090909,22.2727272727273,6.45454545454545,1.90909090909091,105.666666666667,108.848484848485,26.6363636363636,48.969696969697,114.272727272727,23.3636363636364,61.8181818181818,93.6969696969697,28.7878787878788,47.7878787878788,36.0606060606061,0.965925826289068
"51","F","TOLAI",130,130,0,174.592592592593,171.907407407407,95.5925925925926,127.203703703704,127.944444444444,106.722222222222,126.240740740741,114.981481481481,67.7962962962963,103.203703703704,101.537037037037,62.7592592592593,46.5925925925926,110.796296296296,26.6851851851852,62.1111111111111,26.1481481481481,11.6111111111111,32.2407407407407,39.037037037037,21.2037037037037,8.96296296296296,8.42592592592593,2.81481481481481,90.962962962963,24.7592592592593,96.2777777777778,15.462962962963,96.2407407407407,9.53703703703704,38.2592592592593,52.5925925925926,10.9259259259259,20.962962962963,6.03703703703704,3.07407407407407,100.611111111111,103,23.4814814814815,45.2222222222222,112.62962962963,25.2037037037037,57.1111111111111,93.2592592592593,27.7407407407407,44.4074074074074,33.1481481481481,1
"52","M","TOLAI",130,130,0,183.517857142857,179.035714285714,101.5,134.875,130.482142857143,109.732142857143,135.982142857143,120.035714285714,70.8571428571429,105.946428571429,107.035714285714,66.0535714285714,48.4642857142857,118.607142857143,27.7857142857143,66.0178571428571,28.7142857142857,13.875,32.2857142857143,41.1785714285714,22.0357142857143,10.1071428571429,8.69642857142857,3.53571428571429,97.5,26.5357142857143,101.625,16.8035714285714,101.196428571429,9.80357142857143,41.2678571428571,56.4464285714286,11.5178571428571,22.9464285714286,7.05357142857143,4.75,101.410714285714,108.642857142857,23.875,49.1785714285714,116.357142857143,25.7857142857143,58.2321428571429,95.6785714285714,29.5892857142857,46.3392857142857,34.9107142857143,1
"53","F","ZALAVAR",20,20,50,176.444444444444,174.511111111111,96.5111111111111,128.755555555556,136.888888888889,115.666666666667,125.444444444444,118.622222222222,71.8222222222222,107.777777777778,92.1333333333333,63.1777777777778,48.4888888888889,109.577777777778,24.6666666666667,60.7111111111111,26.3111111111111,11.7555555555556,32.0888888888889,38.6666666666667,20.6666666666667,10.8222222222222,9.35555555555556,3.97777777777778,90.0888888888889,21.6888888888889,94.7777777777778,16.4888888888889,95.2222222222222,9.51111111111111,32.5333333333333,48.4444444444444,9.73333333333333,21.1111111111111,5.44444444444444,2.15555555555556,113.555555555556,107.466666666667,26.5333333333333,46.9777777777778,110.644444444444,23.6666666666667,56.6,94.2,28.6888888888889,45.1555555555556,35.1777777777778,0.642787609686539
"54","M","ZALAVAR",20,20,50,185.132075471698,182.264150943396,101.283018867925,134.849056603774,141.396226415094,119.301886792453,133,123.735849056604,73.7169811320755,110.981132075472,97.0566037735849,68.4528301886792,51.4339622641509,115.528301886792,25.3584905660377,64.1509433962264,29.5094339622642,13.5471698113208,32.6792452830189,39.9622641509434,21.4150943396226,11.8301886792453,9.24528301886792,4.47169811320755,94.7547169811321,23.5471698113208,98.0566037735849,18.3584905660377,97.6981132075472,9.9811320754717,35.8301886792453,53.2264150943396,10.6603773584906,23.2264150943396,6.71698113207547,3.28301886792453,117.037735849057,112.698113207547,26.7924528301887,50,115.283018867925,25.1320754716981,58.6415094339623,96.1698113207547,29.6415094339623,47.5094339622642,37.2075471698113,0.642787609686539
"55","F","ZULU",30,30,-20,178.95652173913,177.913043478261,97.2826086956522,128.739130434783,131.717391304348,113.695652173913,122.782608695652,112.826086956522,69.0217391304348,103.304347826087,98.7173913043478,63.4130434782609,47.304347826087,111.847826086957,27.9782608695652,62.6521739130435,25.6086956521739,10.9782608695652,32.8695652173913,39.195652173913,22.2608695652174,8.8695652173913,9.15217391304348,2.52173913043478,91.1304347826087,21.9565217391304,97.7391304347826,16.4782608695652,97.6739130434783,10.1304347826087,36,50.9130434782609,11.6086956521739,20.0652173913043,5.23913043478261,1.82608695652174,112.282608695652,109.391304347826,27.695652173913,46.0434782608696,112,23.2391304347826,59.1304347826087,95.0217391304348,27.2391304347826,45.4347826086956,36.0434782608696,0.939692620785908
"56","M","ZULU",30,30,-20,185.127272727273,183.363636363636,102,133.672727272727,134.109090909091,115.836363636364,129.945454545455,116.236363636364,71.9818181818182,105.309090909091,102.381818181818,67.3272727272727,50,116.890909090909,28.6545454545455,65.3454545454545,28.4181818181818,11.7818181818182,33.7636363636364,40.4363636363636,23.5272727272727,9.76363636363636,9.12727272727273,2.94545454545455,95.8727272727273,23.9090909090909,101.981818181818,17.8363636363636,100.945454545455,10.4545454545455,38.2545454545455,53.6545454545455,11.7636363636364,20.7272727272727,6.18181818181818,2.16363636363636,113.890909090909,111.690909090909,27.7090909090909,47.1636363636364,115.309090909091,24.1090909090909,60.6909090909091,96.5272727272727,26.8545454545455,47.1272727272727,37.3272727272727,0.939692620785908
